'sample interval','ABPmean','ABPsys','ABPdias','C.O.','HR','PAPmean','PAPsys','PAPdias','PULSE','RESP','SpO2','Tblood'
39755,83.000,123.000,67.000,9.490,72.000,18.000,25.000,12.000,72.000,14.000,94.000,35.200
39756,83.000,123.000,67.000,9.490,72.000,19.000,25.000,12.000,72.000,14.000,94.000,35.200
39757,84.000,124.000,68.000,9.490,72.000,19.000,25.000,13.000,72.000,14.000,94.000,35.200
39758,84.000,124.000,68.000,9.490,73.000,19.000,25.000,13.000,73.000,14.000,94.000,35.200
39759,84.000,124.000,68.000,9.490,73.000,19.000,25.000,12.000,73.000,14.000,94.000,35.200
39760,84.000,124.000,68.000,9.490,73.000,19.000,25.000,12.000,73.000,14.000,94.000,35.200
39761,84.000,125.000,68.000,9.490,73.000,21.000,27.000,15.000,73.000,14.000,94.000,35.200
39762,85.000,125.000,69.000,9.490,73.000,21.000,27.000,15.000,74.000,14.000,94.000,35.200
39763,84.000,125.000,69.000,9.490,74.000,19.000,26.000,12.000,74.000,14.000,94.000,35.200
39764,85.000,125.000,69.000,9.490,74.000,19.000,26.000,12.000,74.000,14.000,94.000,35.200
39765,85.000,126.000,69.000,9.490,74.000,20.000,26.000,13.000,74.000,14.000,94.000,35.200
39766,86.000,126.000,70.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.300
39767,86.000,127.000,70.000,9.490,74.000,19.000,25.000,13.000,73.000,14.000,93.000,35.300
39768,86.000,127.000,70.000,9.490,74.000,19.000,25.000,13.000,73.000,14.000,93.000,35.200
39769,87.000,127.000,70.000,9.490,74.000,20.000,25.000,13.000,73.000,14.000,93.000,35.200
39770,87.000,128.000,71.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.300
39771,86.000,128.000,70.000,9.490,74.000,19.000,25.000,13.000,73.000,14.000,94.000,35.300
39772,86.000,128.000,70.000,9.490,74.000,20.000,25.000,13.000,73.000,14.000,94.000,35.300
39773,87.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,73.000,14.000,94.000,35.200
39774,87.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.300
39775,86.000,128.000,70.000,9.490,73.000,19.000,25.000,13.000,72.000,14.000,94.000,35.300
39776,86.000,127.000,70.000,9.490,73.000,19.000,25.000,13.000,72.000,14.000,94.000,35.300
39777,86.000,128.000,70.000,9.490,73.000,20.000,25.000,13.000,72.000,14.000,94.000,35.300
39778,87.000,128.000,70.000,9.490,73.000,21.000,27.000,15.000,72.000,14.000,94.000,35.300
39779,87.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.300
39780,86.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,73.000,14.000,94.000,35.300
39781,86.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,73.000,14.000,94.000,35.300
39782,86.000,128.000,70.000,9.490,73.000,22.000,28.000,16.000,73.000,14.000,93.000,35.200
39783,86.000,128.000,70.000,9.490,73.000,22.000,28.000,16.000,73.000,14.000,93.000,35.200
39784,86.000,128.000,70.000,9.490,73.000,21.000,27.000,14.000,73.000,14.000,93.000,35.200
39785,86.000,128.000,70.000,9.490,73.000,21.000,28.000,14.000,73.000,14.000,93.000,35.200
39786,86.000,128.000,70.000,9.490,73.000,23.000,29.000,16.000,73.000,14.000,93.000,35.200
39787,86.000,128.000,70.000,9.490,72.000,22.000,29.000,16.000,72.000,14.000,93.000,35.200
39788,86.000,128.000,70.000,9.490,72.000,22.000,28.000,15.000,71.000,14.000,93.000,35.200
39789,87.000,127.000,70.000,9.490,72.000,22.000,28.000,15.000,71.000,14.000,93.000,35.200
39790,87.000,128.000,70.000,9.490,72.000,22.000,29.000,16.000,71.000,14.000,93.000,35.200
39791,87.000,128.000,70.000,9.490,71.000,22.000,29.000,16.000,71.000,14.000,93.000,35.200
39792,87.000,128.000,70.000,9.490,71.000,21.000,27.000,14.000,71.000,14.000,93.000,35.200
39793,87.000,127.000,70.000,9.490,72.000,21.000,27.000,14.000,71.000,14.000,93.000,35.200
39794,87.000,128.000,70.000,9.490,72.000,21.000,28.000,15.000,71.000,14.000,93.000,35.200
39795,87.000,128.000,70.000,9.490,72.000,21.000,28.000,15.000,71.000,14.000,93.000,35.200
39796,87.000,128.000,70.000,9.490,72.000,20.000,27.000,14.000,71.000,14.000,93.000,35.200
39797,87.000,128.000,70.000,9.490,73.000,20.000,27.000,14.000,71.000,14.000,93.000,35.200
39798,87.000,128.000,70.000,9.490,73.000,21.000,27.000,14.000,71.000,14.000,93.000,35.200
39799,87.000,128.000,71.000,9.490,73.000,21.000,27.000,14.000,71.000,14.000,93.000,35.200
39800,87.000,128.000,71.000,9.490,73.000,21.000,27.000,14.000,72.000,14.000,94.000,35.200
39801,87.000,127.000,70.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.200
39802,87.000,128.000,71.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.200
39803,87.000,128.000,71.000,9.490,73.000,21.000,27.000,15.000,72.000,14.000,94.000,35.200
39804,87.000,128.000,71.000,9.490,73.000,21.000,27.000,15.000,72.000,14.000,94.000,35.200
39805,87.000,128.000,71.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.300
39806,87.000,128.000,71.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.200
39807,87.000,128.000,71.000,9.490,73.000,20.000,27.000,14.000,72.000,14.000,94.000,35.200
39808,87.000,128.000,70.000,9.490,73.000,20.000,27.000,14.000,72.000,14.000,94.000,35.300
39809,87.000,128.000,70.000,9.490,73.000,20.000,26.000,13.000,72.000,14.000,94.000,35.300
39810,86.000,127.000,70.000,9.490,72.000,20.000,26.000,13.000,72.000,14.000,94.000,35.300
39811,86.000,127.000,70.000,9.490,72.000,20.000,27.000,14.000,72.000,14.000,94.000,35.200
39812,86.000,127.000,69.000,9.490,72.000,20.000,27.000,14.000,72.000,14.000,94.000,35.300
39813,85.000,126.000,69.000,9.490,72.000,19.000,26.000,13.000,72.000,14.000,94.000,35.300
39814,85.000,126.000,69.000,9.490,71.000,19.000,26.000,12.000,72.000,14.000,94.000,35.300
39815,85.000,125.000,69.000,9.490,71.000,21.000,27.000,15.000,72.000,14.000,94.000,35.300
39816,85.000,125.000,68.000,9.490,70.000,21.000,27.000,15.000,71.000,14.000,94.000,35.300
39817,84.000,124.000,68.000,9.490,70.000,19.000,26.000,13.000,71.000,14.000,94.000,35.300
39818,84.000,124.000,68.000,9.490,70.000,19.000,25.000,12.000,71.000,14.000,94.000,35.300
39819,84.000,123.000,68.000,9.490,70.000,21.000,27.000,15.000,71.000,14.000,94.000,35.300
39820,84.000,123.000,68.000,9.490,71.000,21.000,27.000,15.000,71.000,14.000,94.000,35.300
39821,83.000,123.000,68.000,9.490,71.000,19.000,25.000,13.000,71.000,14.000,93.000,35.300
39822,83.000,122.000,68.000,9.490,72.000,19.000,25.000,12.000,71.000,14.000,93.000,35.300
39823,83.000,122.000,68.000,9.490,72.000,19.000,25.000,12.000,71.000,14.000,93.000,35.300
39824,83.000,122.000,68.000,9.490,72.000,19.000,25.000,13.000,71.000,14.000,93.000,35.300
39825,83.000,122.000,68.000,9.490,72.000,19.000,25.000,12.000,71.000,14.000,93.000,35.300
39826,83.000,121.000,67.000,9.490,73.000,18.000,24.000,11.000,72.000,14.000,93.000,35.300
39827,83.000,121.000,68.000,9.490,73.000,18.000,25.000,12.000,72.000,14.000,93.000,35.300
39828,83.000,122.000,68.000,9.490,73.000,18.000,25.000,12.000,72.000,14.000,93.000,35.200
39829,83.000,122.000,68.000,9.490,73.000,18.000,25.000,12.000,72.000,14.000,93.000,35.300
39830,83.000,121.000,68.000,9.490,74.000,18.000,24.000,11.000,72.000,14.000,93.000,35.300
39831,84.000,122.000,68.000,9.490,74.000,18.000,24.000,11.000,72.000,14.000,92.000,35.200
39832,84.000,122.000,68.000,9.490,73.000,18.000,25.000,12.000,72.000,14.000,92.000,35.200
39833,84.000,123.000,68.000,9.490,73.000,18.000,25.000,12.000,72.000,14.000,92.000,35.200
39834,84.000,123.000,68.000,9.490,73.000,18.000,24.000,11.000,72.000,14.000,92.000,35.300
39835,85.000,123.000,69.000,9.490,73.000,18.000,24.000,11.000,72.000,14.000,92.000,35.300
39836,85.000,124.000,69.000,9.490,73.000,19.000,25.000,14.000,72.000,14.000,92.000,35.200
39837,85.000,124.000,69.000,9.490,73.000,19.000,25.000,14.000,72.000,14.000,92.000,35.300
39838,85.000,124.000,69.000,9.490,73.000,18.000,24.000,11.000,72.000,14.000,93.000,35.300
39839,85.000,124.000,69.000,9.490,73.000,18.000,24.000,11.000,72.000,14.000,93.000,35.300
39840,85.000,125.000,69.000,9.490,73.000,19.000,25.000,12.000,72.000,14.000,93.000,35.300
39841,85.000,125.000,69.000,9.490,73.000,19.000,25.000,12.000,72.000,14.000,93.000,35.200
39842,85.000,125.000,69.000,9.490,72.000,18.000,24.000,11.000,72.000,14.000,93.000,35.200
39843,85.000,125.000,69.000,9.490,72.000,18.000,24.000,11.000,72.000,14.000,93.000,35.200
39844,85.000,125.000,69.000,9.490,72.000,19.000,26.000,12.000,71.000,14.000,93.000,35.200
39845,85.000,126.000,69.000,9.490,72.000,19.000,26.000,12.000,71.000,14.000,93.000,35.200
39846,85.000,126.000,69.000,9.490,72.000,18.000,25.000,11.000,71.000,14.000,93.000,35.200
39847,85.000,126.000,69.000,9.490,72.000,18.000,25.000,11.000,71.000,14.000,93.000,35.200
39848,85.000,126.000,69.000,9.490,72.000,18.000,25.000,11.000,71.000,14.000,93.000,35.200
39849,85.000,127.000,69.000,9.490,71.000,20.000,27.000,14.000,71.000,14.000,93.000,35.200
39850,85.000,126.000,68.000,9.490,71.000,18.000,25.000,12.000,70.000,14.000,93.000,35.200
39851,85.000,126.000,68.000,9.490,70.000,18.000,25.000,11.000,70.000,14.000,93.000,35.200
39852,85.000,126.000,68.000,9.490,70.000,18.000,25.000,11.000,69.000,14.000,93.000,35.200
39853,85.000,126.000,68.000,9.490,70.000,20.000,27.000,14.000,69.000,14.000,93.000,35.200
39854,84.000,125.000,68.000,9.490,70.000,20.000,26.000,14.000,69.000,14.000,94.000,35.200
39855,84.000,124.000,67.000,9.490,69.000,18.000,24.000,11.000,69.000,14.000,94.000,35.200
39856,84.000,124.000,67.000,9.490,69.000,18.000,24.000,11.000,69.000,14.000,94.000,35.200
39857,84.000,124.000,67.000,9.490,70.000,19.000,26.000,13.000,70.000,14.000,93.000,35.200
39858,84.000,124.000,67.000,9.490,70.000,19.000,25.000,13.000,70.000,14.000,94.000,35.200
39859,83.000,123.000,67.000,9.490,70.000,17.000,24.000,11.000,71.000,14.000,94.000,35.200
39860,83.000,123.000,67.000,9.490,70.000,17.000,24.000,11.000,71.000,14.000,94.000,35.200
39861,83.000,123.000,67.000,9.490,71.000,18.000,24.000,11.000,71.000,14.000,94.000,35.200
39862,83.000,123.000,67.000,9.490,71.000,18.000,24.000,12.000,71.000,14.000,94.000,35.200
39863,83.000,123.000,67.000,9.490,72.000,17.000,23.000,10.000,72.000,14.000,94.000,35.200
39864,83.000,122.000,67.000,9.490,72.000,17.000,23.000,10.000,72.000,14.000,94.000,35.200
39865,83.000,122.000,67.000,9.490,72.000,17.000,24.000,11.000,72.000,14.000,94.000,35.200
39866,83.000,122.000,67.000,9.490,72.000,17.000,24.000,11.000,72.000,14.000,94.000,35.300
39867,83.000,122.000,67.000,9.490,72.000,17.000,24.000,11.000,72.000,14.000,94.000,35.300
39868,83.000,121.000,66.000,9.490,72.000,17.000,23.000,10.000,72.000,14.000,94.000,35.300
39869,83.000,121.000,67.000,9.490,72.000,17.000,23.000,10.000,72.000,14.000,94.000,35.200
39870,83.000,122.000,67.000,9.490,72.000,17.000,24.000,10.000,72.000,14.000,94.000,35.300
39871,83.000,121.000,67.000,9.490,72.000,17.000,23.000,10.000,72.000,14.000,94.000,35.300
39872,82.000,121.000,66.000,9.490,72.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39873,82.000,121.000,66.000,9.490,72.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39874,82.000,121.000,66.000,9.490,72.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39875,82.000,121.000,66.000,9.490,72.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39876,82.000,120.000,66.000,9.490,72.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39877,82.000,120.000,66.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39878,82.000,120.000,66.000,9.490,71.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39879,82.000,120.000,66.000,9.490,71.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39880,82.000,120.000,66.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39881,81.000,119.000,66.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39882,82.000,120.000,66.000,9.490,71.000,17.000,24.000,11.000,71.000,14.000,94.000,35.300
39883,81.000,119.000,66.000,9.490,71.000,17.000,23.000,11.000,71.000,14.000,94.000,35.300
39884,81.000,119.000,66.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39885,81.000,119.000,65.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,93.000,35.300
39886,81.000,119.000,66.000,9.490,72.000,18.000,24.000,12.000,71.000,14.000,93.000,35.300
39887,81.000,119.000,66.000,9.490,72.000,18.000,24.000,12.000,71.000,14.000,93.000,35.300
39888,81.000,118.000,65.000,9.490,72.000,16.000,23.000,10.000,71.000,14.000,93.000,35.300
39889,81.000,118.000,65.000,9.490,72.000,16.000,22.000,9.000,71.000,14.000,93.000,35.300
39890,81.000,118.000,65.000,9.490,72.000,18.000,24.000,12.000,71.000,14.000,93.000,35.300
39891,81.000,118.000,65.000,9.490,72.000,18.000,24.000,12.000,71.000,14.000,93.000,35.300
39892,81.000,118.000,65.000,9.490,72.000,16.000,23.000,10.000,71.000,14.000,93.000,35.300
39893,80.000,117.000,65.000,9.490,72.000,16.000,22.000,9.000,72.000,14.000,93.000,35.300
39894,80.000,117.000,65.000,9.490,72.000,16.000,23.000,10.000,72.000,14.000,93.000,35.300
39895,81.000,118.000,65.000,9.490,72.000,16.000,23.000,10.000,72.000,14.000,93.000,35.300
39896,81.000,118.000,65.000,9.490,72.000,16.000,23.000,10.000,72.000,14.000,93.000,35.300
39897,81.000,118.000,65.000,9.490,72.000,16.000,22.000,9.000,72.000,14.000,93.000,35.300
39898,81.000,118.000,66.000,9.490,73.000,16.000,22.000,9.000,72.000,14.000,93.000,35.300
39899,82.000,119.000,66.000,9.490,73.000,16.000,23.000,10.000,73.000,14.000,93.000,35.300
39900,82.000,119.000,66.000,9.490,73.000,16.000,23.000,10.000,73.000,14.000,93.000,35.300
39901,82.000,120.000,67.000,9.490,73.000,16.000,22.000,10.000,74.000,14.000,93.000,35.300
39902,83.000,121.000,67.000,9.490,74.000,16.000,23.000,10.000,74.000,14.000,93.000,35.200
39903,84.000,122.000,68.000,9.490,74.000,18.000,25.000,13.000,74.000,14.000,93.000,35.200
39904,84.000,122.000,68.000,9.490,75.000,18.000,25.000,13.000,74.000,14.000,93.000,35.200
39905,84.000,123.000,68.000,9.490,75.000,17.000,24.000,9.000,75.000,14.000,93.000,35.200
39906,85.000,124.000,68.000,9.490,75.000,17.000,24.000,9.000,75.000,14.000,93.000,35.200
39907,86.000,125.000,69.000,9.490,75.000,18.000,25.000,11.000,75.000,14.000,93.000,35.200
39908,86.000,125.000,69.000,9.490,75.000,18.000,25.000,11.000,75.000,14.000,93.000,35.200
39909,86.000,125.000,69.000,9.490,75.000,17.000,24.000,10.000,75.000,14.000,93.000,35.200
39910,86.000,125.000,69.000,9.490,74.000,17.000,23.000,9.000,75.000,14.000,93.000,35.200
39911,86.000,126.000,69.000,9.490,74.000,17.000,24.000,11.000,75.000,14.000,93.000,35.200
39912,86.000,127.000,69.000,9.490,74.000,17.000,24.000,11.000,74.000,14.000,94.000,35.200
39913,86.000,127.000,69.000,9.490,74.000,17.000,23.000,9.000,73.000,14.000,94.000,35.200
39914,86.000,127.000,69.000,9.490,71.000,16.000,23.000,9.000,72.000,14.000,94.000,35.200
39915,86.000,127.000,69.000,9.490,71.000,17.000,23.000,9.000,72.000,14.000,94.000,35.200
39916,86.000,127.000,69.000,9.490,70.000,18.000,25.000,12.000,71.000,14.000,94.000,35.200
39917,85.000,127.000,68.000,9.490,70.000,17.000,24.000,10.000,70.000,14.000,94.000,35.200
39918,85.000,127.000,68.000,9.490,70.000,16.000,23.000,10.000,69.000,14.000,94.000,35.200
39919,85.000,127.000,68.000,9.490,70.000,17.000,23.000,10.000,69.000,14.000,94.000,35.200
39920,85.000,127.000,68.000,9.490,69.000,18.000,25.000,13.000,69.000,14.000,94.000,35.300
39921,84.000,126.000,67.000,9.490,69.000,17.000,24.000,11.000,69.000,14.000,94.000,35.300
39922,84.000,125.000,67.000,9.490,69.000,16.000,23.000,7.000,69.000,14.000,94.000,35.300
39923,84.000,125.000,67.000,9.490,69.000,16.000,23.000,7.000,69.000,14.000,94.000,35.300
39924,84.000,125.000,67.000,9.490,69.000,18.000,25.000,11.000,69.000,14.000,94.000,35.300
39925,84.000,125.000,67.000,9.490,70.000,18.000,25.000,11.000,70.000,14.000,94.000,35.300
39926,83.000,124.000,67.000,9.490,70.000,16.000,23.000,9.000,70.000,14.000,94.000,35.300
39927,83.000,124.000,66.000,9.490,70.000,16.000,23.000,9.000,70.000,14.000,94.000,35.300
39928,83.000,124.000,67.000,9.490,70.000,16.000,23.000,9.000,71.000,14.000,94.000,35.300
39929,83.000,124.000,67.000,9.490,70.000,16.000,23.000,9.000,71.000,14.000,94.000,35.300
39930,83.000,123.000,66.000,9.490,70.000,15.000,22.000,9.000,71.000,14.000,94.000,35.300
39931,83.000,123.000,66.000,9.490,71.000,16.000,22.000,9.000,71.000,14.000,94.000,35.300
39932,83.000,123.000,66.000,9.490,71.000,16.000,23.000,9.000,71.000,14.000,94.000,35.300
39933,83.000,123.000,66.000,9.490,71.000,16.000,23.000,10.000,71.000,14.000,94.000,35.300
39934,83.000,123.000,66.000,9.490,71.000,16.000,22.000,9.000,72.000,14.000,94.000,35.300
39935,83.000,122.000,66.000,9.490,71.000,16.000,22.000,9.000,72.000,14.000,94.000,35.300
39936,83.000,122.000,66.000,9.490,72.000,16.000,23.000,10.000,72.000,14.000,94.000,35.300
39937,83.000,122.000,67.000,9.490,72.000,16.000,23.000,10.000,72.000,14.000,94.000,35.300
39938,83.000,122.000,67.000,9.490,72.000,16.000,22.000,9.000,72.000,14.000,94.000,35.300
39939,83.000,122.000,67.000,9.490,73.000,16.000,22.000,9.000,73.000,14.000,94.000,35.300
39940,83.000,122.000,67.000,9.490,73.000,16.000,23.000,9.000,73.000,14.000,94.000,35.300
39941,84.000,123.000,67.000,9.490,73.000,17.000,23.000,11.000,73.000,14.000,94.000,35.300
39942,84.000,123.000,67.000,9.490,73.000,16.000,23.000,9.000,73.000,14.000,94.000,35.300
39943,84.000,123.000,67.000,9.490,73.000,16.000,23.000,9.000,73.000,14.000,94.000,35.300
39944,84.000,123.000,67.000,9.490,73.000,16.000,23.000,10.000,73.000,14.000,94.000,35.300
39945,84.000,124.000,68.000,9.490,73.000,17.000,24.000,11.000,73.000,14.000,94.000,35.300
39946,84.000,124.000,68.000,9.490,73.000,17.000,24.000,11.000,72.000,14.000,94.000,35.300
39947,84.000,123.000,67.000,9.490,73.000,17.000,23.000,10.000,72.000,14.000,94.000,35.300
39948,84.000,123.000,67.000,9.490,73.000,17.000,23.000,10.000,71.000,14.000,94.000,35.300
39949,84.000,123.000,67.000,9.490,72.000,18.000,25.000,13.000,71.000,14.000,94.000,35.300
39950,83.000,123.000,67.000,9.490,72.000,18.000,25.000,13.000,71.000,14.000,94.000,35.300
39951,83.000,123.000,67.000,9.490,71.000,17.000,24.000,11.000,71.000,14.000,94.000,35.300
39952,83.000,123.000,67.000,9.490,71.000,16.000,24.000,8.000,71.000,14.000,94.000,35.300
39953,83.000,123.000,67.000,9.490,71.000,18.000,25.000,12.000,70.000,14.000,94.000,35.300
39954,83.000,123.000,67.000,9.490,71.000,18.000,25.000,12.000,70.000,14.000,94.000,35.300
39955,83.000,123.000,67.000,9.490,71.000,18.000,24.000,11.000,71.000,14.000,94.000,35.300
39956,83.000,122.000,67.000,9.490,71.000,17.000,24.000,10.000,71.000,14.000,94.000,35.300
39957,83.000,123.000,67.000,9.490,71.000,18.000,24.000,12.000,71.000,14.000,94.000,35.300
39958,83.000,123.000,67.000,9.490,71.000,18.000,24.000,12.000,71.000,14.000,94.000,35.300
39959,83.000,123.000,67.000,9.490,72.000,18.000,24.000,11.000,73.000,14.000,94.000,35.300
39960,83.000,123.000,67.000,9.490,72.000,18.000,24.000,11.000,73.000,14.000,94.000,35.300
39961,84.000,123.000,68.000,9.490,72.000,18.000,24.000,11.000,73.000,14.000,94.000,35.300
39962,84.000,124.000,68.000,9.490,72.000,18.000,24.000,12.000,73.000,14.000,94.000,35.300
39963,84.000,124.000,68.000,9.490,73.000,18.000,24.000,12.000,74.000,14.000,94.000,35.200
39964,85.000,124.000,68.000,9.490,73.000,18.000,24.000,12.000,74.000,14.000,94.000,35.200
39965,85.000,125.000,69.000,9.490,74.000,18.000,25.000,12.000,74.000,14.000,94.000,35.200
39966,86.000,125.000,69.000,9.490,74.000,19.000,25.000,13.000,74.000,14.000,94.000,35.200
39967,86.000,126.000,69.000,9.490,74.000,19.000,25.000,13.000,74.000,14.000,94.000,35.200
39968,86.000,126.000,69.000,9.490,75.000,19.000,25.000,12.000,74.000,14.000,94.000,35.200
39969,87.000,127.000,69.000,9.490,75.000,19.000,25.000,12.000,74.000,14.000,94.000,35.200
39970,87.000,127.000,70.000,9.490,75.000,19.000,26.000,13.000,74.000,14.000,94.000,35.200
39971,86.000,127.000,70.000,9.490,74.000,19.000,26.000,13.000,74.000,14.000,94.000,35.200
39972,86.000,127.000,69.000,9.490,73.000,19.000,26.000,13.000,73.000,14.000,94.000,35.200
39973,86.000,127.000,69.000,9.490,73.000,19.000,26.000,13.000,73.000,14.000,94.000,35.200
39974,86.000,127.000,69.000,9.490,72.000,20.000,27.000,14.000,73.000,14.000,94.000,35.200
39975,86.000,127.000,69.000,9.490,72.000,20.000,27.000,14.000,73.000,14.000,94.000,35.200
39976,86.000,126.000,69.000,9.490,71.000,19.000,26.000,13.000,72.000,14.000,94.000,35.200
39977,86.000,126.000,69.000,9.490,71.000,19.000,26.000,13.000,72.000,14.000,94.000,35.200
39978,86.000,126.000,69.000,9.490,70.000,21.000,27.000,15.000,72.000,14.000,94.000,35.200
39979,85.000,126.000,69.000,9.490,70.000,21.000,27.000,15.000,71.000,14.000,94.000,35.200
39980,85.000,125.000,68.000,9.490,71.000,20.000,26.000,14.000,70.000,14.000,94.000,35.200
39981,85.000,125.000,68.000,9.490,71.000,19.000,26.000,13.000,70.000,14.000,94.000,35.200
39982,85.000,125.000,68.000,9.490,71.000,21.000,27.000,15.000,70.000,14.000,94.000,35.300
39983,84.000,124.000,68.000,9.490,71.000,21.000,27.000,15.000,70.000,14.000,94.000,35.300
39984,84.000,124.000,68.000,9.490,71.000,20.000,26.000,13.000,70.000,14.000,94.000,35.300
39985,84.000,123.000,68.000,9.490,71.000,19.000,25.000,13.000,70.000,14.000,94.000,35.300
39986,84.000,123.000,68.000,9.490,72.000,20.000,26.000,13.000,70.000,14.000,94.000,35.300
39987,84.000,123.000,68.000,9.490,72.000,20.000,26.000,13.000,70.000,14.000,93.000,35.300
39988,84.000,122.000,68.000,9.490,72.000,19.000,26.000,13.000,70.000,14.000,93.000,35.300
39989,83.000,122.000,68.000,9.490,72.000,19.000,25.000,12.000,71.000,14.000,93.000,35.300
39990,84.000,121.000,68.000,9.490,72.000,19.000,26.000,13.000,71.000,14.000,93.000,35.300
39991,84.000,121.000,68.000,9.490,72.000,19.000,26.000,13.000,71.000,14.000,93.000,35.300
39992,84.000,121.000,68.000,9.490,73.000,19.000,26.000,13.000,71.000,14.000,93.000,35.300
39993,83.000,121.000,68.000,9.490,73.000,19.000,25.000,12.000,73.000,14.000,93.000,35.300
39994,84.000,121.000,68.000,9.490,74.000,19.000,25.000,12.000,73.000,14.000,93.000,35.300
39995,84.000,121.000,68.000,9.490,74.000,20.000,26.000,14.000,73.000,14.000,93.000,35.300
39996,84.000,121.000,68.000,9.490,74.000,20.000,26.000,14.000,74.000,14.000,93.000,35.300
39997,84.000,121.000,69.000,9.490,74.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
39998,84.000,121.000,69.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
39999,85.000,122.000,69.000,9.490,75.000,20.000,26.000,14.000,74.000,14.000,93.000,35.300
40000,85.000,122.000,69.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40001,85.000,122.000,69.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40002,85.000,122.000,69.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40003,85.000,123.000,70.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40004,85.000,123.000,70.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40005,85.000,123.000,70.000,9.490,75.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40006,85.000,123.000,69.000,9.490,75.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40007,85.000,123.000,69.000,9.490,75.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40008,85.000,123.000,70.000,9.490,75.000,19.000,25.000,13.000,74.000,14.000,93.000,35.300
40009,85.000,123.000,69.000,9.490,74.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40010,85.000,123.000,69.000,9.490,74.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40011,85.000,123.000,69.000,9.490,74.000,19.000,25.000,12.000,74.000,14.000,93.000,35.300
40012,85.000,123.000,69.000,9.490,73.000,21.000,27.000,15.000,74.000,14.000,93.000,35.300
40013,85.000,123.000,69.000,9.490,73.000,19.000,26.000,14.000,73.000,14.000,93.000,35.300
40014,85.000,123.000,69.000,9.490,73.000,19.000,25.000,13.000,73.000,14.000,93.000,35.300
40015,85.000,123.000,69.000,9.490,73.000,19.000,25.000,13.000,73.000,14.000,93.000,35.300
40016,85.000,123.000,69.000,9.490,73.000,20.000,26.000,14.000,73.000,14.000,93.000,35.300
40017,85.000,123.000,69.000,9.490,73.000,20.000,26.000,14.000,73.000,14.000,93.000,35.300
40018,85.000,123.000,69.000,9.490,74.000,19.000,25.000,13.000,73.000,14.000,93.000,35.300
40019,85.000,123.000,69.000,9.490,74.000,19.000,25.000,13.000,73.000,14.000,93.000,35.300
40020,85.000,124.000,69.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.300
40021,85.000,124.000,69.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.300
40022,85.000,124.000,69.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.300
40023,85.000,124.000,69.000,9.490,74.000,20.000,26.000,13.000,73.000,14.000,93.000,35.200
40024,85.000,124.000,69.000,9.490,73.000,20.000,27.000,13.000,73.000,14.000,93.000,35.200
40025,85.000,124.000,69.000,9.490,73.000,20.000,27.000,14.000,73.000,14.000,93.000,35.200
40026,85.000,124.000,69.000,9.490,73.000,20.000,26.000,13.000,73.000,14.000,93.000,35.200
40027,85.000,124.000,69.000,9.490,73.000,20.000,26.000,13.000,73.000,14.000,93.000,35.200
